product_id,product_name,category,brand,price_1_month_ago,price_1_week_ago,original_price,discounted_price,discount_percentage,competitor_price,rating,num_reviews,stock_left,is_flash_sale,is_fake_discount
P02415,Godrej Office Chair,Furniture,Godrej,8775.0,7662.0,9379,8263,11.9,8069.0,3.6,1219.0,149.0,0,0
P02416,Dell Inspiron Laptop,Electronics,Dell,54774.0,55542.0,54918,50224,8.55,52661.0,3.3,374.0,153.0,0,0
P02417,Adidas Sneakers,Fashion,Adidas,6255.0,6800.0,9482,7317,22.83,6969.0,3.0,2050.0,217.0,0,0
P02418,Dell Inspiron Laptop,Electronics,Dell,75015.0,69239.0,83790,62478,25.44,60758.0,3.7,5477.0,233.0,0,0
P02419,Voltas Air Conditioner,Appliances,Voltas,57747.0,61786.0,69361,55911,19.39,58226.0,4.5,5559.0,248.0,1,0
P02420,JBL Bluetooth Speaker,Electronics,JBL,12327.0,12474.0,14510,12384,14.65,12363.0,4.7,,118.0,0,0
P02421,JBL Bluetooth Speaker,Electronics,JBL,2946.0,3145.0,3509,3093,11.86,2933.0,4.8,4599.0,141.0,0,0
P02422,iPhone 14,Electronics,Apple,59397.0,57525.0,69671,61686,11.46,61540.0,3.1,5276.0,209.0,0,0
P02423,LG Refrigerator,Appliances,LG,27485.0,29094.0,33635,29289,12.92,27048.0,3.7,2669.0,246.0,0,0
P02424,LG Refrigerator,Appliances,LG,47797.0,44413.0,61344,50301,18.0,47449.0,4.7,4836.0,103.0,0,0
P02425,Samsung TV 55 inch,Electronics,Samsung,,59159.0,60978,49892,18.18,54488.0,4.4,3808.0,246.0,1,1
P02426,Puma Casual T-Shirt,Fashion,Puma,2548.0,2676.0,2957,2482,16.06,2649.0,2.8,5772.0,23.0,1,0
P02427,iPhone 14,Electronics,Apple,74914.0,78797.0,82543,71064,13.91,73637.0,3.8,3101.0,104.0,1,1
P02428,Puma Casual T-Shirt,Fashion,Puma,2777.0,2650.0,2667,2455,7.95,2610.0,3.0,1968.0,164.0,0,0
P02429,Samsung TV 55 inch,Electronics,Samsung,59771.0,64357.0,71975,62869,12.65,65833.0,4.3,6303.0,96.0,1,0
P02430,iPhone 13,Electronics,Apple,57220.0,66503.0,72098,56594,21.5,52476.0,3.9,593.0,,0,1
P02431,Nike Running Shoes,Fashion,Nike,3081.0,3233.0,3669,2917,20.5,3266.0,2.9,1409.0,236.0,0,0
P02432,Puma Casual T-Shirt,Fashion,Puma,2219.0,2111.0,2464,1993,19.12,2152.0,4.9,3289.0,78.0,0,0
P02433,Voltas Air Conditioner,Appliances,Voltas,26436.0,24090.0,36163,29227,19.18,28964.0,4.5,713.0,230.0,0,0
P02434,iPhone 14,Electronics,Apple,62146.0,63781.0,69746,62871,9.86,62522.0,4.1,5656.0,81.0,0,0
P02435,Godrej Office Chair,Furniture,Godrej,4859.0,5003.0,6122,5295,13.51,5846.0,3.4,1630.0,65.0,0,1
P02436,JBL Bluetooth Speaker,Electronics,JBL,12812.0,10247.0,12874,9647,25.07,9523.0,4.5,4331.0,98.0,1,1
P02437,Samsung Galaxy S23,Electronics,Samsung,49112.0,50963.0,60272,52644,12.66,56098.0,3.5,1721.0,51.0,0,0
P02438,Nike Running Shoes,Fashion,Nike,6514.0,,8517,6461,24.14,7035.0,3.3,3557.0,65.0,0,0
P02439,Nike Running Shoes,Fashion,Nike,4097.0,4064.0,4799,3562,25.78,3847.0,4.0,5941.0,171.0,0,0
P02440,Adidas Sneakers,Fashion,Adidas,6366.0,6459.0,7080,5785,18.29,6229.0,3.5,428.0,239.0,0,0
P02441,HP Pavilion Laptop,Electronics,HP,69506.0,60040.0,68733,51854,24.56,54572.0,4.2,2056.0,166.0,1,0
P02442,Dell Inspiron Laptop,Electronics,Dell,66046.0,62569.0,80742,63342,21.55,64730.0,4.9,4702.0,182.0,1,0
P02443,LG Refrigerator,Appliances,LG,31946.0,32818.0,39886,31903,20.01,31860.0,4.8,3415.0,131.0,0,0
P02444,LG Refrigerator,Appliances,LG,52390.0,48970.0,73079,56442,22.77,61410.0,3.0,,142.0,1,0
P02445,iPhone 13,Electronics,Apple,64248.0,63280.0,72018,53456,25.77,52981.0,2.9,721.0,170.0,0,1
P02446,HP Pavilion Laptop,Electronics,HP,72488.0,73385.0,83303,67984,18.39,67477.0,2.9,2729.0,55.0,0,0
P02447,Adidas Sneakers,Fashion,Adidas,5759.0,5596.0,7111,5796,18.49,5716.0,3.4,1880.0,4.0,0,0
P02448,iPhone 13,Electronics,Apple,64096.0,64039.0,83830,66483,20.69,62496.0,3.6,3427.0,184.0,0,0
P02449,Samsung Galaxy S23,Electronics,Samsung,58870.0,60546.0,71325,59022,17.25,63583.0,3.8,1155.0,172.0,1,0
P02450,Boat Smart Watch,Electronics,Boat,6904.0,7395.0,8329,7243,13.04,7287.0,4.8,1919.0,117.0,0,0
P02451,Whirlpool Washing Machine,Appliances,Whirlpool,37685.0,36904.0,41337,38009,8.05,38504.0,3.9,5960.0,158.0,0,0
P02452,Whirlpool Washing Machine,Appliances,Whirlpool,20103.0,20244.0,26331,21076,19.96,21092.0,4.1,5960.0,129.0,1,0
P02453,Voltas Air Conditioner,Appliances,Voltas,32205.0,31519.0,35188,28210,19.83,29313.0,3.0,4632.0,150.0,0,0
P02454,Godrej Office Chair,Furniture,Godrej,7939.0,7371.0,9226,7259,21.32,6756.0,3.0,4576.0,41.0,0,1
P02455,Whirlpool Washing Machine,Appliances,Whirlpool,31590.0,34466.0,42041,35974,14.43,34916.0,4.1,5403.0,97.0,0,0
P02456,Ikea Wooden Dining Table,Furniture,Ikea,14343.0,13733.0,17868,14251,20.24,14969.0,4.5,954.0,218.0,0,0
P02457,iPhone 14,Electronics,Apple,58552.0,67474.0,86501,68956,20.28,75935.0,3.3,407.0,212.0,0,0
P02458,Adidas Sneakers,Fashion,Adidas,5088.0,4718.0,5329,4334,18.67,4007.0,3.3,1449.0,94.0,1,0
P02459,Whirlpool Washing Machine,Appliances,Whirlpool,49711.0,44628.0,48974,38010,22.39,39127.0,3.4,2889.0,38.0,1,0
P02460,Dell Inspiron Laptop,Electronics,Dell,49076.0,47873.0,65738,52501,20.14,50713.0,4.7,107.0,45.0,0,0
P02461,Dell Inspiron Laptop,Electronics,Dell,46392.0,46818.0,57585,46197,19.78,44972.0,4.8,5483.0,93.0,0,0
P02462,LG Refrigerator,Appliances,LG,32888.0,31908.0,39428,28379,28.02,28256.0,4.2,910.0,198.0,1,0
P02463,Boat Smart Watch,Electronics,Boat,2954.0,3051.0,3460,3009,13.03,2812.0,4.7,56.0,,1,0
P02464,iPhone 14,Electronics,Apple,77283.0,82237.0,92484,81827,11.52,80796.0,2.8,255.0,43.0,1,0
P02465,Nike Running Shoes,Fashion,Nike,5030.0,4624.0,4705,3921,16.66,4292.0,4.7,2125.0,116.0,0,0
P02466,Dell Inspiron Laptop,Electronics,Dell,72788.0,66662.0,77819,71574,8.03,80037.0,3.4,5433.0,1.0,0,1
P02467,JBL Bluetooth Speaker,Electronics,JBL,3797.0,3964.0,4452,3824,14.11,4146.0,4.4,5402.0,186.0,0,0
P02468,Voltas Air Conditioner,Appliances,Voltas,53072.0,50000.0,51257,47363,7.6,46456.0,3.6,335.0,170.0,0,1
P02469,Dell Inspiron Laptop,Electronics,Dell,48993.0,58847.0,64413,48484,24.73,49307.0,4.8,2051.0,24.0,1,0
P02470,Samsung Galaxy S23,Electronics,Samsung,65966.0,60879.0,70717,59969,15.2,66781.0,4.3,542.0,242.0,0,1
P02471,Voltas Air Conditioner,Appliances,Voltas,60543.0,66656.0,77945,63066,19.09,70422.0,4.1,6410.0,44.0,0,0
P02472,Samsung Galaxy S23,Electronics,Samsung,51315.0,49450.0,62337,53151,14.74,58686.0,2.9,5954.0,200.0,1,0
P02473,Puma Casual T-Shirt,Fashion,Puma,2226.0,2006.0,2794,2211,20.87,2363.0,3.8,3134.0,217.0,0,0
P02474,Dell Inspiron Laptop,Electronics,Dell,65008.0,64862.0,75730,63273,16.45,67399.0,3.5,1434.0,144.0,0,0
P02475,JBL Bluetooth Speaker,Electronics,JBL,4715.0,4222.0,5297,3692,30.3,3755.0,4.1,529.0,60.0,1,1
P02476,Godrej Office Chair,Furniture,Godrej,15205.0,17295.0,18279,14305,21.74,13949.0,3.0,2177.0,36.0,1,1
P02477,Adidas Sneakers,Fashion,Adidas,3445.0,2993.0,4046,3259,19.45,3289.0,4.5,141.0,112.0,0,0
P02478,Samsung Galaxy S23,Electronics,Samsung,69280.0,63856.0,60537,53586,11.48,56283.0,4.3,694.0,2.0,0,1
P02479,Adidas Sneakers,Fashion,Adidas,6596.0,6282.0,8244,6858,16.81,7275.0,4.3,5072.0,179.0,0,0
P02480,Godrej Office Chair,Furniture,Godrej,11688.0,10666.0,12170,10203,16.16,9933.0,3.3,1846.0,53.0,0,1
P02481,HP Pavilion Laptop,Electronics,HP,68500.0,64094.0,81644,69862,14.43,75822.0,4.3,3774.0,56.0,0,0
P02482,HP Pavilion Laptop,Electronics,HP,88880.0,86035.0,97431,74001,24.05,77008.0,3.8,4319.0,206.0,0,0
P02483,iPhone 13,Electronics,Apple,69055.0,66638.0,75752,62199,17.89,62790.0,4.6,589.0,88.0,0,0
P02484,Voltas Air Conditioner,Appliances,Voltas,37215.0,38826.0,36950,30841,16.53,33545.0,3.7,4245.0,95.0,1,1
P02485,LG Refrigerator,Appliances,LG,49034.0,50243.0,56395,49582,12.08,53045.0,4.7,5922.0,76.0,0,0
P02486,Samsung TV 55 inch,Electronics,Samsung,81676.0,86301.0,90759,81839,9.83,80839.0,4.2,6096.0,82.0,0,0
P02487,iPhone 14,Electronics,Apple,63669.0,74265.0,87040,68012,21.86,69505.0,2.8,4558.0,34.0,0,0
P02488,Puma Casual T-Shirt,Fashion,Puma,1404.0,1443.0,1894,1480,21.86,1429.0,4.5,771.0,172.0,0,0
P02489,Whirlpool Washing Machine,Appliances,Whirlpool,28646.0,29360.0,33943,28205,16.9,26062.0,3.3,4295.0,247.0,0,0
P02490,JBL Bluetooth Speaker,Electronics,JBL,13275.0,13062.0,16442,12959,21.18,12911.0,3.4,3588.0,108.0,0,0
P02491,Adidas Sneakers,Fashion,Adidas,3111.0,3209.0,3700,3261,11.86,3018.0,3.1,1253.0,50.0,0,0
P02492,Nike Running Shoes,Fashion,Nike,5956.0,5807.0,6514,5537,15.0,5505.0,3.6,2020.0,67.0,0,0
P02493,LG Refrigerator,Appliances,LG,25564.0,22192.0,28492,19721,30.78,22065.0,2.9,1364.0,175.0,1,1
P02494,Whirlpool Washing Machine,Appliances,Whirlpool,35002.0,38629.0,44204,35148,20.49,37585.0,4.0,1808.0,85.0,0,0
P02495,JBL Bluetooth Speaker,Electronics,JBL,3806.0,4036.0,4406,4020,8.76,3995.0,3.2,,123.0,1,0
P02496,Boat Smart Watch,Electronics,Boat,3106.0,3231.0,3467,3144,9.32,3413.0,4.3,255.0,101.0,0,0
P02497,Ikea Wooden Dining Table,Furniture,Ikea,28964.0,26420.0,28584,24186,15.39,27046.0,4.8,3556.0,77.0,1,0
P02498,JBL Bluetooth Speaker,Electronics,JBL,12466.0,13238.0,14572,12911,11.4,12849.0,4.4,5856.0,64.0,1,0
P02499,Dell Inspiron Laptop,Electronics,Dell,64226.0,76026.0,88780,65189,26.57,63479.0,4.5,1587.0,42.0,0,0
P02500,Dell Inspiron Laptop,Electronics,Dell,50379.0,53635.0,52631,42779,18.72,39586.0,4.4,1815.0,153.0,1,1
P02501,Samsung TV 55 inch,Electronics,Samsung,72272.0,77714.0,94735,76943,18.78,84546.0,2.9,770.0,198.0,1,0
P02502,Dell Inspiron Laptop,Electronics,Dell,67125.0,66170.0,77102,68234,11.5,66187.0,3.7,5550.0,152.0,0,0
P02503,Nike Running Shoes,Fashion,Nike,7251.0,7397.0,9227,7337,20.48,7337.0,3.9,3077.0,147.0,0,0
P02504,JBL Bluetooth Speaker,Electronics,JBL,3514.0,2827.0,4336,3341,22.95,3268.0,4.2,3812.0,180.0,0,1
P02505,Adidas Sneakers,Fashion,Adidas,4536.0,4311.0,4063,3427,15.65,3797.0,4.8,6229.0,148.0,1,1
P02506,Ikea Wooden Dining Table,Furniture,Ikea,29408.0,34931.0,33339,29519,11.46,27468.0,4.5,817.0,29.0,0,0
P02507,JBL Bluetooth Speaker,Electronics,JBL,3463.0,3460.0,4474,3537,20.94,3558.0,3.9,2475.0,188.0,0,0
P02508,iPhone 13,Electronics,Apple,77575.0,68734.0,76252,59483,21.99,60153.0,4.3,2719.0,159.0,1,1
P02509,Samsung Galaxy S23,Electronics,Samsung,61021.0,58907.0,73451,60695,17.37,59601.0,4.2,5204.0,92.0,1,0
P02510,Ikea Wooden Dining Table,Furniture,Ikea,28950.0,38265.0,36028,30277,15.96,30286.0,3.9,3760.0,230.0,1,0
P02511,HP Pavilion Laptop,Electronics,HP,66992.0,65797.0,74994,68006,9.32,63460.0,2.9,4652.0,149.0,0,0
P02512,Adidas Sneakers,Fashion,Adidas,3538.0,3537.0,4411,3561,19.27,3567.0,4.1,2300.0,191.0,0,0
P02513,Ikea Wooden Dining Table,Furniture,Ikea,26863.0,28796.0,33134,27677,16.47,30228.0,4.0,1682.0,119.0,0,0
P02514,iPhone 14,Electronics,Apple,69373.0,66920.0,71501,60117,15.92,65461.0,3.1,4849.0,8.0,0,0
P02515,HP Pavilion Laptop,Electronics,HP,63828.0,53368.0,68638,51183,25.43,49129.0,3.6,2881.0,133.0,0,1
P02516,LG Refrigerator,Appliances,LG,38178.0,41437.0,49565,37195,24.96,41321.0,4.5,4270.0,150.0,1,0
P02517,HP Pavilion Laptop,Electronics,HP,59582.0,60315.0,70831,55793,21.23,58225.0,3.7,1301.0,57.0,0,0
P02518,Dell Inspiron Laptop,Electronics,Dell,48466.0,51627.0,70184,57610,17.92,55447.0,3.0,5057.0,115.0,0,1
P02519,Voltas Air Conditioner,Appliances,Voltas,52981.0,50148.0,60517,50114,17.19,47223.0,3.7,1081.0,7.0,1,0
P02520,iPhone 13,Electronics,Apple,58574.0,57154.0,74599,59275,20.54,62292.0,4.6,1299.0,228.0,0,0
P02521,LG Refrigerator,Appliances,LG,52859.0,53975.0,58183,51774,11.02,52193.0,3.5,6094.0,223.0,0,0
P02522,Godrej Office Chair,Furniture,Godrej,8100.0,8051.0,9363,7914,15.48,8488.0,4.3,3750.0,192.0,0,0
P02523,Samsung Galaxy S23,Electronics,Samsung,62425.0,61613.0,70562,61325,13.09,60164.0,4.2,2565.0,230.0,0,0
P02524,Dell Inspiron Laptop,Electronics,Dell,63655.0,63090.0,75449,60335,20.03,59338.0,3.5,6127.0,11.0,0,0
P02525,Whirlpool Washing Machine,Appliances,Whirlpool,22698.0,28756.0,27001,22366,17.17,24570.0,4.6,593.0,198.0,1,1
P02526,iPhone 14,Electronics,Apple,72991.0,70302.0,76281,68709,9.93,74298.0,4.2,5635.0,191.0,0,0
P02527,JBL Bluetooth Speaker,Electronics,JBL,9833.0,9417.0,11652,9871,15.28,9741.0,3.2,3462.0,204.0,0,0
P02528,Samsung TV 55 inch,Electronics,Samsung,76251.0,75263.0,84380,74241,12.02,80809.0,4.1,5255.0,113.0,1,0
P02529,Ikea Wooden Dining Table,Furniture,Ikea,33226.0,,38258,34377,10.14,32383.0,3.2,5465.0,13.0,0,0
P02530,Adidas Sneakers,Fashion,Adidas,3257.0,3245.0,3962,3286,17.06,3496.0,3.2,6297.0,57.0,0,0
P02531,Samsung TV 55 inch,Electronics,Samsung,39915.0,39040.0,43085,38541,10.55,39421.0,3.4,3108.0,8.0,0,0
P02532,Whirlpool Washing Machine,Appliances,Whirlpool,36495.0,40198.0,42436,33290,21.55,31280.0,4.1,1190.0,242.0,1,1
P02533,Boat Smart Watch,Electronics,Boat,5926.0,6126.0,7040,5873,16.58,5498.0,3.8,2673.0,219.0,0,0
P02534,iPhone 14,Electronics,Apple,93460.0,92338.0,90227,73524,18.51,80714.0,4.6,5400.0,195.0,1,1
P02535,iPhone 14,Electronics,Apple,65022.0,71761.0,78549,62494,20.44,67176.0,4.4,2170.0,229.0,1,0
P02536,Dell Inspiron Laptop,Electronics,Dell,55800.0,54169.0,58455,53574,8.35,53324.0,4.7,6022.0,231.0,0,0
P02537,Godrej Office Chair,Furniture,Godrej,9949.0,9973.0,11006,9504,13.65,9059.0,3.0,1198.0,98.0,0,0
P02538,Dell Inspiron Laptop,Electronics,Dell,61788.0,57960.0,74421,58186,21.82,60939.0,3.8,5245.0,49.0,0,0
P02539,Voltas Air Conditioner,Appliances,Voltas,41890.0,39943.0,45045,38238,15.11,42377.0,3.1,434.0,127.0,1,0
P02540,LG Refrigerator,Appliances,LG,20975.0,20096.0,24912,20529,17.59,22690.0,3.9,368.0,183.0,0,0
P02541,Ikea Wooden Dining Table,Furniture,Ikea,39659.0,39637.0,43782,39483,9.82,43778.0,4.5,5187.0,249.0,0,0
P02542,Voltas Air Conditioner,Appliances,Voltas,28895.0,30287.0,33383,28585,14.37,27949.0,4.2,1860.0,120.0,0,0
P02543,Nike Running Shoes,Fashion,Nike,2847.0,2724.0,3142,2809,10.6,3095.0,4.0,509.0,154.0,0,0
P02544,iPhone 13,Electronics,Apple,64068.0,57871.0,67642,52085,23.0,57617.0,3.6,4406.0,223.0,0,0
P02545,JBL Bluetooth Speaker,Electronics,JBL,5505.0,5303.0,5852,5121,12.49,5690.0,3.7,4631.0,174.0,1,0
P02546,Samsung TV 55 inch,Electronics,Samsung,57994.0,52557.0,63920,55822,12.67,60240.0,4.6,743.0,239.0,0,0
P02547,JBL Bluetooth Speaker,Electronics,JBL,13106.0,13835.0,17271,13979,19.06,13105.0,4.4,4437.0,105.0,0,0
P02548,Boat Smart Watch,Electronics,Boat,3160.0,2803.0,3868,3159,18.33,3439.0,3.6,3141.0,25.0,0,0
P02549,LG Refrigerator,Appliances,LG,52874.0,50485.0,60793,49754,18.16,48166.0,4.3,3399.0,106.0,0,0
P02550,HP Pavilion Laptop,Electronics,HP,79613.0,76981.0,96741,70372,27.26,76130.0,4.5,3645.0,81.0,1,1
P02551,HP Pavilion Laptop,Electronics,HP,41227.0,44730.0,56242,46042,18.14,49536.0,2.8,1244.0,244.0,0,0
P02552,Whirlpool Washing Machine,Appliances,Whirlpool,28868.0,28204.0,34431,28955,15.9,31531.0,3.4,3304.0,235.0,0,0
P02553,LG Refrigerator,Appliances,LG,19121.0,18072.0,23288,18194,21.87,17446.0,4.2,4882.0,236.0,0,0
P02554,Voltas Air Conditioner,Appliances,Voltas,51587.0,45748.0,61587,47795,22.39,,4.8,5622.0,46.0,0,0
P02555,Nike Running Shoes,Fashion,Nike,7410.0,6921.0,8753,6993,20.11,7220.0,3.1,521.0,102.0,0,0
P02556,Samsung TV 55 inch,Electronics,Samsung,68789.0,68057.0,91133,74546,18.2,81076.0,4.3,2392.0,108.0,1,0
P02557,Boat Smart Watch,Electronics,Boat,2200.0,2401.0,3422,2680,21.68,2794.0,3.6,1692.0,40.0,1,0
P02558,Ikea Wooden Dining Table,Furniture,Ikea,41403.0,44598.0,44923,41384,7.88,45471.0,4.8,2973.0,223.0,0,0
P02559,Boat Smart Watch,Electronics,Boat,5742.0,5858.0,6130,5620,8.32,5922.0,3.3,3587.0,179.0,0,1
P02560,JBL Bluetooth Speaker,Electronics,JBL,,11946.0,12892,11639,9.72,12042.0,3.6,3687.0,175.0,0,0
P02561,Godrej Office Chair,Furniture,Godrej,16463.0,15866.0,19476,15803,18.86,16156.0,3.3,2893.0,62.0,0,0
P02562,iPhone 13,Electronics,Apple,61746.0,67744.0,83274,65096,21.83,72650.0,4.7,3169.0,218.0,0,0
P02563,iPhone 14,Electronics,Apple,61040.0,64825.0,82786,66404,19.79,70935.0,4.8,4646.0,242.0,0,0
P02564,LG Refrigerator,Appliances,LG,36946.0,33583.0,40417,34454,14.75,35962.0,4.0,6130.0,248.0,0,0
P02565,Dell Inspiron Laptop,Electronics,Dell,44945.0,47085.0,58752,47147,19.75,51005.0,4.6,4642.0,235.0,0,0
P02566,iPhone 13,Electronics,Apple,54736.0,63763.0,75216,55841,25.76,62148.0,4.1,4475.0,36.0,1,0
P02567,iPhone 14,Electronics,Apple,53241.0,50877.0,75036,59244,21.05,57429.0,4.5,5913.0,145.0,0,0
P02568,Voltas Air Conditioner,Appliances,Voltas,55628.0,59050.0,71771,58638,18.3,59627.0,4.3,3021.0,55.0,0,0
P02569,Boat Smart Watch,Electronics,Boat,4831.0,4814.0,5446,4203,22.82,4504.0,3.8,,224.0,1,0
P02570,Dell Inspiron Laptop,Electronics,Dell,54132.0,56362.0,69818,55212,20.92,54055.0,4.7,3307.0,230.0,0,0
P02571,Nike Running Shoes,Fashion,Nike,5104.0,5597.0,7359,6136,16.62,6797.0,3.6,436.0,119.0,0,0
P02572,LG Refrigerator,Appliances,LG,60389.0,62008.0,71395,57645,19.26,64081.0,4.1,958.0,3.0,0,0
P02573,Samsung TV 55 inch,Electronics,Samsung,88369.0,81975.0,93326,85061,8.86,92259.0,4.6,3668.0,125.0,0,0
P02574,Samsung TV 55 inch,Electronics,Samsung,114340.0,107443.0,101630,85669,15.71,86186.0,4.0,1189.0,29.0,1,0
P02575,Ikea Wooden Dining Table,Furniture,Ikea,36865.0,38601.0,47136,38653,18.0,41580.0,3.3,,47.0,0,0
P02576,JBL Bluetooth Speaker,Electronics,JBL,12270.0,13104.0,15123,12524,17.19,12639.0,3.4,,217.0,0,1
P02577,JBL Bluetooth Speaker,Electronics,JBL,9197.0,9603.0,11510,9474,17.69,9298.0,2.9,3814.0,76.0,0,0
P02578,iPhone 13,Electronics,Apple,61778.0,65253.0,77977,66224,15.07,62693.0,3.2,3603.0,148.0,0,0
P02579,Nike Running Shoes,Fashion,Nike,2855.0,2740.0,3226,2918,9.55,3128.0,3.4,1063.0,236.0,0,1
P02580,Voltas Air Conditioner,Appliances,Voltas,51133.0,56014.0,65365,51523,21.18,47604.0,3.6,2231.0,185.0,0,0
P02581,HP Pavilion Laptop,Electronics,HP,61294.0,56737.0,74643,53071,28.9,50874.0,2.9,6179.0,26.0,1,1
P02582,iPhone 13,Electronics,Apple,50623.0,48918.0,60591,52993,12.54,55685.0,4.4,1772.0,207.0,0,0
P02583,LG Refrigerator,Appliances,LG,25498.0,30537.0,33397,25574,23.42,23826.0,4.1,4870.0,148.0,1,0
P02584,iPhone 14,Electronics,Apple,79949.0,77032.0,81251,65891,18.9,68799.0,4.6,506.0,59.0,0,0
P02585,Puma Casual T-Shirt,Fashion,Puma,2406.0,2378.0,2643,2232,15.55,2054.0,4.0,4441.0,42.0,0,0
P02586,iPhone 13,Electronics,Apple,86194.0,82372.0,81320,67256,17.29,69248.0,2.9,3302.0,34.0,1,0
P02587,JBL Bluetooth Speaker,Electronics,JBL,14358.0,12721.0,17696,13657,22.82,14514.0,2.8,5858.0,190.0,0,0
P02588,Nike Running Shoes,Fashion,Nike,6253.0,6615.0,7356,6389,13.15,6106.0,3.9,6050.0,110.0,0,0
P02589,Nike Running Shoes,Fashion,Nike,8274.0,8120.0,8836,7646,13.47,8366.0,3.7,2728.0,109.0,0,0
P02590,Dell Inspiron Laptop,Electronics,Dell,52827.0,53140.0,63023,54889,12.91,56314.0,3.7,1782.0,128.0,0,0
P02591,iPhone 13,Electronics,Apple,63608.0,59297.0,62296,53706,13.79,59254.0,3.6,5989.0,17.0,0,0
P02592,JBL Bluetooth Speaker,Electronics,JBL,4026.0,3625.0,4389,3955,9.89,3968.0,2.9,1818.0,131.0,0,0
P02593,HP Pavilion Laptop,Electronics,HP,69522.0,84275.0,86956,68420,21.32,63217.0,3.7,1615.0,58.0,1,1
P02594,iPhone 14,Electronics,Apple,72705.0,89244.0,85064,70238,17.43,68124.0,4.5,3122.0,108.0,1,0
P02595,Boat Smart Watch,Electronics,Boat,2845.0,2718.0,3312,2703,18.39,2693.0,3.1,5724.0,166.0,0,1
P02596,Ikea Wooden Dining Table,Furniture,Ikea,20408.0,22034.0,26422,22193,16.01,23586.0,4.2,3619.0,227.0,0,0
P02597,Adidas Sneakers,Fashion,Adidas,3915.0,3700.0,4202,3134,25.42,3166.0,3.0,2833.0,86.0,1,1
P02598,JBL Bluetooth Speaker,Electronics,JBL,3993.0,3605.0,3838,3224,16.0,3014.0,2.9,2565.0,28.0,1,0
P02599,iPhone 14,Electronics,Apple,54794.0,55398.0,69181,60474,12.59,67228.0,,4905.0,20.0,0,0
P02600,Puma Casual T-Shirt,Fashion,Puma,2962.0,2662.0,2823,2499,11.48,2428.0,3.0,1643.0,179.0,0,0
P02601,Boat Smart Watch,Electronics,Boat,2815.0,3008.0,3300,2699,18.21,2914.0,3.1,203.0,231.0,0,0
P02602,Adidas Sneakers,Fashion,Adidas,5815.0,5799.0,7172,5963,16.86,5780.0,4.1,6071.0,33.0,0,1
P02603,Dell Inspiron Laptop,Electronics,Dell,45492.0,46313.0,56920,44676,21.51,41627.0,3.9,,194.0,0,0
P02604,iPhone 14,Electronics,Apple,70149.0,74559.0,83389,71801,13.9,79629.0,4.6,1225.0,63.0,0,0
P02605,Boat Smart Watch,Electronics,Boat,5211.0,5264.0,8316,6389,23.17,6103.0,4.7,1880.0,52.0,0,1
P02606,JBL Bluetooth Speaker,Electronics,JBL,3670.0,4413.0,4887,3765,22.96,3875.0,3.5,6188.0,228.0,0,0
P02607,JBL Bluetooth Speaker,Electronics,JBL,7066.0,6764.0,8528,7444,12.71,7168.0,4.3,2265.0,136.0,0,0
P02608,HP Pavilion Laptop,Electronics,HP,66560.0,69015.0,82971,69581,16.14,75123.0,4.8,5948.0,21.0,1,0
P02609,iPhone 14,Electronics,Apple,86872.0,76920.0,80046,68309,14.66,69462.0,4.2,2855.0,95.0,0,1
P02610,iPhone 13,Electronics,Apple,59475.0,57007.0,63084,58020,8.03,61082.0,4.0,6316.0,88.0,0,0
P02611,iPhone 14,Electronics,Apple,77278.0,93338.0,102602,72500,29.34,66838.0,3.3,6488.0,11.0,1,0
P02612,Adidas Sneakers,Fashion,Adidas,8352.0,7711.0,9372,7667,18.19,7833.0,4.2,3074.0,153.0,0,0
P02613,Nike Running Shoes,Fashion,Nike,4542.0,4344.0,5411,4307,20.4,4753.0,4.3,3894.0,118.0,0,0
P02614,Dell Inspiron Laptop,Electronics,Dell,58735.0,59001.0,70921,58993,16.82,56023.0,3.8,5837.0,232.0,0,0
P02615,iPhone 13,Electronics,Apple,56954.0,59154.0,67364,57781,14.23,56256.0,4.4,1783.0,116.0,0,0
P02616,Nike Running Shoes,Fashion,Nike,6069.0,5163.0,7553,5976,20.88,6410.0,4.4,3159.0,21.0,0,0
P02617,Ikea Wooden Dining Table,Furniture,Ikea,28838.0,27561.0,32621,27190,16.65,26039.0,3.3,5152.0,150.0,0,1
P02618,LG Refrigerator,Appliances,LG,55799.0,68413.0,77692,59168,23.84,59882.0,3.6,370.0,14.0,0,0
P02619,Puma Casual T-Shirt,Fashion,Puma,2000.0,2238.0,2443,2014,17.56,1975.0,4.8,2662.0,132.0,0,0
P02620,Dell Inspiron Laptop,Electronics,Dell,47115.0,48015.0,61358,48318,21.25,44817.0,2.9,244.0,189.0,0,0
P02621,Adidas Sneakers,Fashion,Adidas,8520.0,8282.0,10034,7916,21.11,7782.0,2.8,2762.0,248.0,0,0
P02622,Voltas Air Conditioner,Appliances,Voltas,48144.0,45598.0,55084,45252,17.85,49686.0,3.1,5937.0,202.0,0,0
P02623,Puma Casual T-Shirt,Fashion,Puma,1640.0,1500.0,1776,1622,8.67,1693.0,3.0,2418.0,29.0,0,0
P02624,Voltas Air Conditioner,Appliances,Voltas,62328.0,74887.0,81690,64667,20.84,59909.0,2.9,2422.0,231.0,0,0
P02625,Samsung Galaxy S23,Electronics,Samsung,89229.0,79816.0,86380,77873,9.85,86621.0,2.8,2262.0,95.0,1,0
